session_id,pages_visited,time_on_site,cart_value,abandoned
SID943,15,453,4645.01,0
SID944,25,299,1666.54,0
SID945,37,183,2332.03,0
SID946,28,112,78.28,1
SID947,10,455,417.18,0
SID948,39,304,1300.37,0
SID949,17,313,148.98,0
SID950,39,202,3160.56,0
SID951,22,356,2137.73,0
SID952,26,92,2745.24,1
SID953,44,102,881.49,0
SID954,25,404,1486.7,0
SID955,17,537,3322.48,0
SID956,13,427,4826.86,0
SID957,20,149,261.58,0
SID958,25,466,4453.02,0
SID959,4,494,2888.64,1
SID960,10,315,2823.96,1
SID961,3,294,2506.39,1
SID962,41,349,356.28,0
SID963,45,405,458.49,0
SID964,18,118,3008.55,1
SID965,47,232,1711.38,0
SID966,36,363,4587.17,0
SID967,47,251,2038.89,0
SID968,22,70,724.97,0
SID969,34,97,3576.45,1
SID970,47,543,1473.83,1
SID971,8,156,2632.1,1
SID972,40,284,3492.19,1
SID973,49,45,4502.32,0
SID974,44,506,3963.03,0
SID975,19,91,3385.04,1
SID976,42,461,3401.37,0
SID977,41,297,4730.16,0
SID978,37,64,1486.16,0
SID979,6,523,15.55,0
SID980,26,591,1367.05,0
SID981,34,498,1097.28,0
SID982,45,354,3312.55,0
SID983,6,333,3172.22,0
SID984,37,305,2971.37,1
SID985,33,230,91.05,0
SID986,22,474,3646.6,0
SID987,21,353,1624.42,0
SID988,6,64,3328.63,1
SID989,6,511,2787.33,0
SID990,48,509,1720.23,0
SID991,4,94,681.54,1
SID992,30,37,481.15,0
SID993,11,330,4159.28,1
SID994,30,372,4592.8,0
SID995,31,460,3252.44,0
SID996,24,453,526.14,0
SID997,9,361,2016.12,0
SID998,3,467,3647.41,1
SID999,31,203,3901.31,0
SID1000,40,588,599.91,0
SID1001,37,556,10.15,0
SID1002,36,55,3563.56,1
SID1003,24,435,1789.41,1
SID1004,31,261,1279.86,0
SID1005,6,562,74.36,1
SID1006,2,579,2706.09,1
SID1007,20,534,4257.24,0
SID1008,28,208,4788.58,0
SID1009,11,161,2833.07,1
SID1010,4,484,2577.16,1
SID1011,15,377,434.43,0
SID1012,6,569,2748.88,0
SID1013,49,435,1906.1,0
SID1014,30,105,3039.61,1
SID1015,38,521,1949.74,0
SID1016,2,223,1209.09,1
SID1017,15,191,483.88,0
SID1018,11,376,1581.44,1
SID1019,8,390,492.26,0
SID1020,26,116,892.72,1
SID1021,45,291,4936.81,0
SID1022,44,243,2226.08,1
SID1023,5,291,2664.04,1
SID1024,6,312,4369.36,1
SID1025,26,496,4977.89,0
SID1026,4,409,2917.75,1
SID1027,19,391,4064.24,0
SID1028,20,478,1641.44,0
SID1029,33,470,1535.66,0
SID1030,20,122,2019.49,1
SID1031,49,453,3365.81,0
SID1032,12,171,3414.14,1
SID1033,47,320,1583.04,0
SID1034,1,461,674.72,0
SID1035,26,78,3165.66,1
SID1036,14,331,650.35,0
SID1037,38,219,2896.68,0
SID1038,37,165,3470.18,0
SID1039,11,584,3506.05,0
SID1040,36,433,3769.83,0
SID1041,13,370,4365.57,0
SID1042,43,347,2504.8,0
SID1043,3,392,3653.94,1
SID1044,33,411,3099.67,0
SID1045,6,262,941.33,0
SID1046,10,373,138.19,0
SID1047,5,578,1429.86,0
SID1048,23,582,2220.74,0
SID1049,10,558,3089.36,1
SID1050,44,212,4251.3,0
SID1051,2,70,989.27,1
SID1052,13,580,636.49,0
SID1053,40,426,4817.76,0
SID1054,2,523,549.14,0
SID1055,20,362,2397.67,0
SID1056,1,156,2931.96,1
SID1057,37,587,2711.46,0
SID1058,9,586,439.3,0
SID1059,17,30,294.56,1
SID1060,9,197,536.36,0
SID1061,11,48,2932.08,1
SID1062,15,361,2726.28,0
SID1063,24,485,1176.37,0
SID1064,38,138,3192.49,0
SID1065,35,297,4102.14,0
SID1066,30,474,217.48,0
SID1067,31,269,2495.67,0
SID1068,49,330,3449.66,0
SID1069,5,132,1269.04,1
SID1070,44,279,1545.78,0
SID1071,14,482,3072.05,0
SID1072,11,549,4490.7,0
SID1073,9,182,4051.52,1
SID1074,34,203,2919.82,0
SID1075,12,372,3653.81,0
SID1076,35,460,1830.46,0
SID1077,35,353,3208.42,0
SID1078,1,449,2336.25,1
SID1079,40,514,957.78,0
SID1080,22,441,3511.67,0
SID1081,29,113,2786.76,0
SID1082,8,142,1799.52,1
SID1083,11,361,4557.58,0
SID1084,41,407,114.46,0
SID1085,37,70,1585.71,0
SID1086,14,134,293.84,0
SID1087,30,231,3834.97,0
SID1088,35,479,3513.52,0
SID1089,21,295,1663.45,0
SID1090,37,239,3381.56,0
SID1091,5,592,1985.73,0
SID1092,19,147,3783.71,1
SID1093,14,406,2276.38,0
SID1094,26,580,2067.28,0
SID1095,4,569,4674.3,1
SID1096,25,113,1261.89,0
SID1097,45,483,611.03,0
SID1098,42,543,2926.87,0
SID1099,25,416,4846.92,0
SID1100,18,379,1895.42,0
SID1101,40,325,319.56,0
SID1102,8,287,1703.13,1
SID1103,39,110,2534.6,1
SID1104,40,297,818.0,0
SID1105,14,448,3293.93,0
SID1106,32,264,4988.77,0
SID1107,38,340,2264.18,0
SID1108,33,386,1780.1,0
SID1109,23,242,2009.51,0
SID1110,15,78,584.58,0
SID1111,33,156,4417.54,0
SID1112,25,252,2079.98,0
SID1113,17,308,1942.5,0
SID1114,33,437,3301.85,0
SID1115,47,534,2215.75,0
SID1116,2,323,3244.69,1
SID1117,14,306,316.62,0
SID1118,40,467,4070.48,0
SID1119,40,136,4703.11,1
SID1120,39,449,3247.34,0
SID1121,6,458,4773.28,1
SID1122,6,404,765.65,1
SID1123,3,102,2392.31,1
SID1124,7,59,3013.02,1
SID1125,8,217,2912.87,1
SID1126,42,393,2013.29,0
SID1127,15,480,1697.04,0
SID1128,47,224,642.85,0
SID1129,29,185,1964.79,0
SID1130,33,201,821.68,0
SID1131,30,70,3674.48,1
SID1132,39,92,1052.07,0
SID1133,27,52,302.24,0
SID1134,36,389,2766.31,0
SID1135,29,104,2980.2,1
SID1136,38,589,4360.85,0
SID1137,33,147,2889.14,0
SID1138,37,409,1733.95,0
SID1139,27,319,4017.03,0
SID1140,33,469,2705.99,0
SID1141,4,36,405.61,1
SID1142,22,225,2833.59,0
SID1143,2,450,4541.01,1
SID1144,10,597,1987.6,0
SID1145,5,222,1488.67,1
SID1146,10,588,725.91,0
SID1147,33,177,765.71,0
SID1148,38,231,2169.53,0
SID1149,13,473,2982.44,0
SID1150,31,448,412.27,0
SID1151,47,456,4698.45,0
SID1152,36,508,3778.12,0
SID1153,45,504,2937.25,0
SID1154,24,155,4143.91,0
SID1155,15,424,410.13,0
SID1156,29,354,2389.43,0
SID1157,8,421,3154.16,0
SID1158,5,469,4144.98,1
SID1159,29,233,3919.51,0
SID1160,47,515,1392.58,0
SID1161,4,60,4704.99,1
SID1162,12,417,630.49,0
SID1163,45,463,4376.92,0
SID1164,2,405,4854.99,1
SID1165,27,373,894.0,0
SID1166,31,472,3613.11,0
SID1167,36,104,211.02,0
SID1168,36,586,2033.06,0
SID1169,26,184,2586.25,1
SID1170,43,459,2907.42,0
SID1171,27,392,4680.33,0
SID1172,5,477,3364.53,1
SID1173,20,263,2411.58,0
SID1174,11,592,4050.28,0
SID1175,10,291,4753.16,1
SID1176,40,154,120.11,0
SID1177,38,274,4912.78,0
SID1178,6,571,439.8,0
SID1179,8,514,4073.79,0
SID1180,23,151,1408.87,1
SID1181,47,154,669.58,0
SID1182,26,578,2204.88,0
SID1183,46,199,3223.34,0
SID1184,43,153,1910.95,0
SID1185,12,64,282.28,0
SID1186,26,116,3001.31,1
SID1187,13,230,4512.99,1
SID1188,40,398,1922.24,0
SID1189,18,106,1089.5,0
SID1190,25,88,2218.46,0
SID1191,33,460,251.33,0
SID1192,47,529,4104.23,0
SID1193,40,138,4133.44,1
SID1194,43,307,2944.12,0
SID1195,12,97,1771.98,0
SID1196,44,98,4000.92,0
SID1197,36,194,2777.89,0
SID1198,48,518,4131.4,0
SID1199,4,334,3160.98,1
SID1200,5,394,3924.18,0
SID1201,37,408,2996.83,0
SID1202,8,372,2076.56,1
SID1203,42,583,4790.15,0
SID1204,49,383,2710.16,0
SID1205,28,445,3029.4,0
SID1206,31,138,1110.23,0
SID1207,9,592,3132.0,0
SID1208,29,526,2862.32,0
SID1209,14,370,932.34,0
SID1210,40,412,307.34,1
SID1211,41,562,3025.75,0
SID1212,22,329,3820.82,0
SID1213,11,168,2621.77,1
SID1214,23,388,1141.6,0
SID1215,1,528,3335.94,1
SID1216,46,414,409.73,0
SID1217,37,309,2214.75,0
SID1218,21,512,825.2,0
SID1219,26,140,930.45,0
SID1220,46,168,1019.45,0
SID1221,36,464,1939.67,0
SID1222,23,538,265.24,0
SID1223,1,302,1994.99,1
SID1224,40,128,2563.42,0
SID1225,15,133,2421.64,0
SID1226,21,243,1920.09,0
SID1227,47,194,4197.34,0
SID1228,9,549,735.18,0
SID1229,9,313,2533.43,1
SID1230,10,546,319.59,0
SID1231,26,193,365.07,0
SID1232,41,93,2873.59,1
SID1233,35,120,2834.43,0
SID1234,25,146,4391.39,1
SID1235,26,296,2793.79,0
SID1236,11,588,4799.36,0
SID1237,38,169,252.99,0
SID1238,2,275,499.06,1
SID1239,7,424,229.89,0
SID1240,18,516,934.53,0
SID1241,27,505,2710.94,0
SID1242,34,546,3231.41,0
SID1243,27,213,237.47,0
SID1244,17,49,4730.39,1
SID1245,43,587,4212.41,0
SID1246,44,553,1490.1,0
SID1247,24,558,395.17,0
SID1248,25,176,857.74,0
SID1249,7,333,643.45,0
SID1250,6,257,625.19,0
SID1251,24,131,2597.62,1
SID1252,33,446,1236.78,0
SID1253,49,245,1797.12,0
SID1254,29,436,4947.63,1
SID1255,43,428,3424.73,0
SID1256,22,528,4745.41,0
SID1257,26,494,721.36,0
SID1258,28,111,1916.88,0
SID1259,21,394,2778.11,0
SID1260,49,192,393.02,1
SID1261,7,77,30.9,0
SID1262,17,540,3355.47,0
SID1263,20,358,3212.68,0
SID1264,41,145,2059.84,0
SID1265,49,366,2453.32,0
SID1266,20,176,2083.06,0
SID1267,22,352,129.79,0
SID1268,28,472,1683.5,0
SID1269,40,42,893.64,0
SID1270,49,523,501.14,0
SID1271,7,316,4784.03,1
SID1272,1,143,3000.81,0
SID1273,32,509,3645.99,0
SID1274,13,51,1583.67,1
SID1275,30,378,1971.8,0
SID1276,23,595,1192.25,0
SID1277,19,349,493.86,0
SID1278,32,155,903.37,0
SID1279,30,306,3989.6,0
SID1280,29,233,3390.95,0
SID1281,49,223,2739.18,0
SID1282,45,576,2380.7,0
SID1283,29,315,4612.95,0
SID1284,30,86,372.95,0
SID1285,16,332,1410.2,0
SID1286,40,192,1756.19,0
SID1287,19,48,3914.3,1
SID1288,18,399,4962.65,0
SID1289,1,293,1210.95,1
SID1290,14,142,4372.79,1
SID1291,47,517,4154.81,1
SID1292,2,356,1131.04,1
SID1293,28,571,2002.67,1
SID1294,49,94,2054.27,0
SID1295,30,321,4891.32,0
SID1296,38,54,912.65,0
SID1297,4,578,3997.8,1
SID1298,1,30,1677.62,0
SID1299,8,578,3657.04,0
SID1300,29,170,2105.85,0
SID1301,39,217,2896.02,0
SID1302,3,157,4164.73,1
SID1303,32,230,4022.79,0
SID1304,10,156,4333.45,1
SID1305,10,286,307.49,0
SID1306,19,576,3463.33,0
SID1307,46,223,708.54,0
SID1308,34,133,2084.93,1
SID1309,33,564,2747.46,0
SID1310,23,294,2019.67,0
SID1311,28,413,2602.86,0
SID1312,32,289,4982.67,0
SID1313,7,443,684.73,0
SID1314,29,387,3380.53,0
SID1315,8,104,1986.04,0
SID1316,1,384,673.72,1
SID1317,3,217,802.1,0
SID1318,24,319,4746.87,0
SID1319,23,74,4399.21,1
SID1320,8,112,4536.14,1
SID1321,47,152,4957.75,0
SID1322,37,387,1049.49,0
SID1323,3,557,1783.64,1
SID1324,33,95,3349.4,1
SID1325,28,404,2424.17,0
SID1326,47,191,2097.76,0
SID1327,8,409,1795.48,0
SID1328,34,387,2972.97,0
SID1329,35,217,2882.21,0
SID1330,32,351,815.67,0
SID1331,24,479,2363.98,0
SID1332,14,503,2771.82,0
SID1333,32,42,2855.73,1
SID1334,46,213,1058.43,0
SID1335,43,140,3713.93,0
SID1336,16,537,135.74,0
SID1337,4,319,1780.61,1
SID1338,37,324,3903.26,0
SID1339,21,480,2823.83,0
SID1340,14,244,1313.2,0
SID1341,31,596,3477.82,0
SID1342,48,56,2841.28,0
SID1343,18,260,3983.26,1
SID1344,7,594,3677.78,1
SID1345,10,350,3054.44,1
SID1346,7,262,2446.01,1
SID1347,33,466,674.58,1
SID1348,23,562,1314.05,0
SID1349,21,432,2101.31,0
SID1350,19,82,3000.5,1
SID1351,48,342,2573.4,0
SID1352,19,310,1448.04,0
SID1353,36,60,42.26,1
SID1354,29,366,2486.23,0
SID1355,18,212,1435.27,0
SID1356,2,52,3675.7,1
SID1357,1,573,129.49,0
SID1358,47,475,2928.29,0
SID1359,5,103,4707.96,1
SID1360,20,39,880.3,1
SID1361,11,513,2363.53,0
SID1362,42,485,466.2,0
SID1363,2,595,3132.15,1
SID1364,3,593,2757.15,1
SID1365,23,189,2042.75,0
SID1366,12,43,2611.67,1
SID1367,20,207,4483.91,1
SID1368,5,441,989.51,0
SID1369,37,82,122.6,0
SID1370,38,437,4309.71,0
SID1371,30,51,2889.81,0
SID1372,9,59,4454.39,1
SID1373,34,289,2988.76,0
SID1374,44,234,4052.7,1
SID1375,35,88,2154.07,0
SID1376,22,500,3751.8,1
SID1377,44,495,4566.08,0
SID1378,24,41,2864.89,1
SID1379,17,319,912.12,0
SID1380,10,383,1351.3,0
SID1381,30,104,1001.24,0
SID1382,46,590,1241.82,0
SID1383,23,470,1539.01,1
SID1384,32,270,2780.12,1
SID1385,17,183,2944.08,0
SID1386,17,125,2138.23,1
SID1387,14,323,3080.95,1
SID1388,9,238,417.06,0
SID1389,40,372,448.06,0
SID1390,2,117,867.43,1
SID1391,45,419,2595.21,0
SID1392,25,354,1077.83,0
SID1393,39,186,1423.59,0
SID1394,9,166,2007.56,1
SID1395,22,457,4061.21,0
SID1396,43,481,79.17,0
SID1397,46,170,3250.4,0
SID1398,4,112,3347.69,1
SID1399,26,206,3995.29,0
SID1400,29,227,4664.44,0
SID1401,45,597,110.49,0
SID1402,34,450,777.38,0
SID1403,23,430,4431.99,1
SID1404,37,500,2298.01,0
SID1405,11,247,2827.31,1
SID1406,6,204,3318.51,1
SID1407,18,52,3398.54,0
SID1408,21,264,4659.38,1
SID1409,42,42,4984.78,1
SID1410,36,130,3603.59,1
SID1411,41,565,1443.23,0
SID1412,38,552,4399.96,0
SID1413,34,481,255.61,0
SID1414,17,460,1163.09,0
SID1415,37,562,4487.95,0
SID1416,25,322,1288.4,0
SID1417,38,130,1111.05,0
SID1418,12,531,699.25,0
SID1419,23,333,4296.97,0
SID1420,42,569,2505.29,0
SID1421,22,582,3377.72,1
SID1422,21,384,1202.94,1
SID1423,27,332,3792.62,0
SID1424,31,525,3802.43,1
SID1425,6,256,1569.86,1
SID1426,27,265,2059.31,0
SID1427,40,484,1056.35,0
SID1428,34,42,4883.04,1
SID1429,12,239,3231.56,1
SID1430,45,426,4673.37,0
SID1431,7,129,1523.89,1
SID1432,10,60,3911.64,1
SID1433,45,557,3831.63,0
SID1434,17,358,3461.36,0
SID1435,26,195,4828.54,0
SID1436,21,488,1973.84,0
SID1437,28,129,662.28,1
SID1438,46,202,3361.83,0
SID1439,2,191,3649.26,1
SID1440,43,292,2879.55,0
SID1441,1,303,1042.02,1
SID1442,36,32,2527.24,0
SID1443,26,57,1567.83,0
SID1444,29,355,2143.06,0
SID1445,21,178,3229.64,0
SID1446,11,569,3728.62,0
SID1447,40,517,1168.8,0
SID1448,11,467,2032.57,0
SID1449,36,94,1353.12,0
SID1450,49,385,1001.17,0
SID1451,39,562,3919.1,0
SID1452,40,281,4547.17,0
SID1453,35,264,1857.46,0
SID1454,34,256,3758.88,0
SID1455,47,554,4486.01,0
SID1456,24,342,4232.16,0
SID1457,22,78,922.24,0
SID1458,5,147,4781.9,1
SID1459,33,83,1889.62,0
SID1460,36,594,1702.81,0
SID1461,47,73,321.53,0
SID1462,20,82,2436.01,1
SID1463,19,587,553.98,1
SID1464,35,554,1250.21,0
SID1465,43,131,1591.54,0
SID1466,17,427,4046.04,0
SID1467,45,167,4378.69,0
SID1468,43,416,1519.31,0
SID1469,34,140,4294.9,1
SID1470,9,46,4287.58,1
SID1471,26,211,3825.61,0
SID1472,2,565,742.01,0
SID1473,9,570,3454.71,0
SID1474,9,200,4725.67,1
SID1475,40,438,3415.88,0
SID1476,17,407,1664.77,0
SID1477,1,217,2507.89,1
SID1478,25,259,3232.17,0
SID1479,43,148,2557.75,0
SID1480,40,185,608.57,0
SID1481,42,494,1567.2,0
SID1482,25,133,4013.96,1
SID1483,39,531,4308.48,0
SID1484,35,204,695.13,0
SID1485,3,450,4762.41,1
SID1486,37,163,1650.82,0
SID1487,44,420,3314.95,0
SID1488,44,530,3761.61,0
SID1489,30,62,4061.61,1
SID1490,38,84,4729.29,1
SID1491,34,548,1571.47,0
SID1492,12,41,4293.95,1
SID1493,19,557,667.12,0
SID1494,37,584,3528.15,0
SID1495,44,402,3712.47,0
SID1496,49,513,3391.84,0
SID1497,17,257,1269.05,0
SID1498,10,336,4366.49,1
SID1499,49,486,852.6,0
SID1500,47,189,277.64,0
SID1501,12,360,3590.15,0
SID1502,16,254,2382.62,0
SID1503,24,533,4247.0,0
SID1504,19,485,1923.15,0
SID1505,8,74,849.71,1
SID1506,31,243,4183.85,0
SID1507,21,88,2749.06,1
SID1508,17,224,954.09,0
SID1509,23,518,3604.72,0
SID1510,37,186,2560.46,0
SID1511,16,255,3025.52,0
SID1512,6,441,2309.88,0
SID1513,8,234,4145.26,1
SID1514,25,108,4149.52,1
SID1515,18,153,3549.85,0
SID1516,25,500,535.95,0
SID1517,12,247,4195.88,1
SID1518,15,545,3358.35,0
SID1519,26,133,3488.15,1
SID1520,41,422,1821.28,0
SID1521,45,463,4397.6,0
SID1522,26,360,3629.6,0
SID1523,47,172,571.83,1
SID1524,32,569,2044.81,0
SID1525,10,307,4433.04,1
SID1526,16,262,245.51,0
SID1527,7,558,4807.47,1
SID1528,17,119,3399.02,1
SID1529,23,521,3160.57,0
SID1530,26,228,1360.09,0
SID1531,21,391,1251.47,0
SID1532,22,470,4710.87,0
SID1533,7,55,1498.38,1
SID1534,14,54,3879.77,1
SID1535,15,423,1971.68,1
SID1536,7,536,704.88,0
SID1537,9,330,63.47,0
SID1538,48,368,2725.84,0
SID1539,8,296,4879.14,0
SID1540,23,490,1851.99,0
SID1541,29,485,1792.39,0
SID1542,18,389,1727.02,0
SID1543,31,97,2607.51,0
SID1544,30,441,2208.92,0
SID1545,39,520,4400.77,0
SID1546,35,78,2532.55,0
SID1547,18,593,2543.71,0
SID1548,42,131,700.47,0
SID1549,39,245,4913.87,0
SID1550,17,467,1257.36,0
SID1551,14,598,376.09,0
SID1552,31,588,3319.1,0
SID1553,24,188,2980.88,0
SID1554,35,518,2081.58,0
SID1555,44,271,2116.74,0
SID1556,45,34,3927.47,0
SID1557,34,390,986.61,0
SID1558,3,488,4103.06,1
SID1559,37,277,3247.25,0
SID1560,43,595,2100.66,0
SID1561,40,451,2295.56,0
SID1562,26,44,1290.67,0
SID1563,23,151,3763.05,0
SID1564,44,306,2569.24,0
SID1565,39,587,1611.06,0
SID1566,15,482,2984.29,0
SID1567,49,419,4978.71,0
SID1568,4,323,2181.96,1
SID1569,29,475,4604.25,0
SID1570,22,239,1731.63,0
SID1571,25,331,283.12,1
SID1572,13,252,1029.17,0
SID1573,18,32,2099.29,1
SID1574,33,547,1105.98,0
SID1575,16,122,11.13,0
SID1576,45,549,4575.86,0
SID1577,42,457,4220.96,0
SID1578,44,522,3714.04,0
SID1579,2,264,847.39,1
SID1580,35,190,610.61,0
SID1581,42,360,347.35,0
SID1582,34,362,3622.91,0
SID1583,30,79,4644.75,1
SID1584,13,552,2158.37,0
SID1585,13,521,604.51,0
SID1586,18,301,2566.84,0
SID1587,32,281,1750.67,1
SID1588,32,589,1880.38,0
SID1589,35,119,3110.44,0
SID1590,39,475,3596.4,0
SID1591,46,361,561.91,0
SID1592,29,168,187.6,0
SID1593,49,386,4971.71,0
SID1594,29,303,1171.31,0
SID1595,44,48,278.61,0
SID1596,16,340,957.48,0
SID1597,44,183,204.4,1
SID1598,47,419,1965.14,0
SID1599,10,289,4013.98,1
SID1600,30,154,1712.81,0
SID1601,25,383,2226.48,0
SID1602,39,302,3381.18,0
SID1603,20,274,2549.38,0
SID1604,5,479,4308.61,0
SID1605,1,276,4331.52,1
SID1606,30,549,59.45,0
SID1607,49,170,3892.45,0
SID1608,3,391,2309.06,1
SID1609,45,37,4944.31,1
SID1610,14,507,2421.33,0
SID1611,30,381,4934.61,0
SID1612,4,524,3775.3,1
SID1613,18,456,1250.54,0
SID1614,37,68,2696.59,0
SID1615,25,216,4960.76,0
SID1616,48,122,4289.08,0
SID1617,1,115,495.86,1
SID1618,46,73,3534.8,0
SID1619,15,166,1734.44,0
SID1620,9,450,44.84,0
SID1621,15,103,2023.37,1
SID1622,49,577,1181.42,0
SID1623,24,541,4096.16,0
SID1624,4,185,1693.28,1
SID1625,12,284,4139.34,1
SID1626,37,200,12.98,0
SID1627,37,199,1546.02,0
SID1628,43,351,1213.41,0
SID1629,6,596,1175.5,1
SID1630,39,485,350.25,0
SID1631,46,184,943.75,0
SID1632,24,378,2782.19,0
SID1633,11,480,1463.89,0
SID1634,13,202,2092.8,0
SID1635,34,39,1890.57,0
SID1636,25,294,4380.77,0
SID1637,7,467,4527.44,1
SID1638,4,276,2469.86,1
SID1639,8,575,1657.48,0
SID1640,20,528,542.94,0
SID1641,29,158,4767.48,0
SID1642,45,356,310.53,0
SID1643,46,433,1495.27,0
SID1644,10,388,1497.35,0
SID1645,43,46,1608.8,0
SID1646,34,303,829.79,0
SID1647,26,145,3917.98,1
SID1648,41,120,621.26,0
SID1649,49,111,3178.18,0
SID1650,3,353,627.99,1
SID1651,6,143,361.97,0
SID1652,5,87,4548.05,1
SID1653,5,183,958.74,0
SID1654,47,433,4108.04,0
SID1655,23,295,2727.71,0
SID1656,49,344,398.5,0
SID1657,9,70,4777.69,1
SID1658,35,134,1242.34,0
SID1659,20,222,4299.63,1
SID1660,49,430,852.36,0
SID1661,42,307,4271.17,1
SID1662,35,383,76.01,1
SID1663,18,285,2563.78,0
SID1664,17,128,3849.52,1
SID1665,24,311,4674.63,0
SID1666,3,432,4546.92,1
SID1667,32,138,4099.93,1
SID1668,35,228,4442.07,0
SID1669,38,332,1004.11,0
SID1670,13,356,1428.08,0
SID1671,47,183,1451.95,0
SID1672,25,581,1891.5,0
SID1673,9,434,1972.67,0
SID1674,4,491,2727.33,1
SID1675,14,161,807.8,0
SID1676,37,113,3459.32,0
SID1677,34,428,846.16,0
SID1678,11,138,1558.44,1
SID1679,41,250,2521.69,0
SID1680,3,582,3984.24,1
SID1681,28,397,3699.95,0
SID1682,29,176,3231.22,0
SID1683,9,141,787.31,0
SID1684,3,587,2739.76,1
SID1685,25,523,446.36,0
SID1686,34,534,1893.04,0
SID1687,12,504,2073.45,0
SID1688,42,300,208.66,0
SID1689,9,450,1377.2,0
SID1690,15,396,4778.69,0
SID1691,40,309,4768.63,0
SID1692,25,312,1768.11,0
SID1693,5,69,225.07,0
SID1694,11,218,903.68,0
SID1695,34,193,1967.17,0
SID1696,24,565,4739.42,0
SID1697,15,565,714.58,0
SID1698,38,33,3819.94,1
SID1699,8,319,552.33,1
SID1700,5,462,4906.48,1
SID1701,48,500,1914.27,0
SID1702,26,210,3878.42,0
SID1703,18,277,1719.53,0
SID1704,6,308,3142.07,0
SID1705,37,283,968.16,0
SID1706,48,210,738.64,0
SID1707,13,538,4690.94,0
SID1708,28,595,4589.06,0
SID1709,5,355,4438.47,1
SID1710,13,386,3130.91,1
SID1711,17,420,4043.26,0
SID1712,40,114,354.49,0
SID1713,45,346,1680.6,1
SID1714,32,241,1575.38,0
SID1715,29,544,3181.87,0
SID1716,3,413,1786.23,1
SID1717,40,371,751.05,0
SID1718,34,67,2986.37,0
SID1719,40,540,4073.78,0
SID1720,27,449,1916.8,0
SID1721,13,198,670.02,0
SID1722,45,372,991.47,0
SID1723,33,335,1195.04,0
SID1724,6,571,1506.49,0
SID1725,24,566,3217.55,0
SID1726,19,141,3008.72,1
SID1727,16,440,3483.44,0
SID1728,40,235,1818.88,0
SID1729,28,214,4121.75,0
SID1730,33,411,1028.4,0
SID1731,48,525,2350.51,0
SID1732,41,408,4006.68,0
SID1733,13,76,908.99,0
SID1734,43,580,558.22,0
SID1735,45,557,4419.58,0
SID1736,25,533,1721.22,0
SID1737,42,51,3422.51,0
SID1738,36,242,136.49,0
SID1739,27,339,3453.33,0
SID1740,38,301,1587.35,0
SID1741,7,231,288.15,0
SID1742,5,61,3052.97,1
SID1743,43,472,1211.61,0
SID1744,45,191,1940.17,0
SID1745,31,283,412.1,0
SID1746,23,550,744.34,0
SID1747,42,509,1496.91,1
SID1748,10,39,457.9,0
SID1749,32,534,4555.02,0
SID1750,43,589,40.17,0
SID1751,30,465,2424.46,0
SID1752,39,140,625.0,1
SID1753,31,182,1545.32,0
SID1754,18,131,4631.04,1
SID1755,36,220,816.86,1
SID1756,2,592,4829.5,1
SID1757,14,110,1036.91,0
SID1758,13,518,3710.41,0
SID1759,29,117,2737.92,0
SID1760,12,223,4423.55,1
SID1761,39,133,2774.43,0
SID1762,2,125,2677.45,1
SID1763,32,452,985.34,0
SID1764,13,227,839.48,0
SID1765,46,30,4583.28,0
SID1766,27,436,1645.91,0
SID1767,49,407,1866.69,0
SID1768,41,196,3801.52,0
SID1769,17,538,1700.73,0
SID1770,40,342,4760.79,0
SID1771,31,447,3692.26,1
SID1772,34,506,2991.17,0
SID1773,24,102,4405.67,1
SID1774,45,170,257.53,0
SID1775,35,291,1292.74,1
SID1776,48,369,2330.53,0
SID1777,6,337,1142.62,0
SID1778,19,274,3722.09,0
SID1779,30,544,4596.85,0
SID1780,7,366,2124.61,0
SID1781,10,590,1717.24,0
SID1782,41,105,4808.14,1
SID1783,32,204,2229.81,0
SID1784,34,138,2450.35,0
SID1785,28,212,1764.73,0
SID1786,15,221,4548.65,1
SID1787,30,94,2849.09,0
SID1788,37,503,3813.25,0
SID1789,29,129,4060.92,1
SID1790,22,573,1715.83,0
SID1791,4,157,2174.13,1
SID1792,20,481,4243.87,0
SID1793,32,398,1822.64,1
SID1794,36,72,3971.74,1
SID1795,4,448,4705.55,1
SID1796,27,517,3119.82,0
SID1797,17,107,3710.72,1
SID1798,12,299,4027.44,1
SID1799,22,344,4226.75,1
SID1800,17,197,1981.32,0
SID1801,10,368,265.8,0
SID1802,1,222,2015.36,1
SID1803,22,482,3372.04,1
SID1804,26,312,2257.25,0
SID1805,18,365,3747.33,0
SID1806,14,419,1791.34,0
SID1807,47,554,3177.37,0
SID1808,29,269,940.23,0
SID1809,12,512,3749.35,0
SID1810,36,584,2733.02,0
SID1811,35,487,1028.28,0
SID1812,12,118,1466.64,1
SID1813,7,124,3745.56,1
SID1814,29,481,2418.18,0
SID1815,11,457,1088.0,0
SID1816,33,180,4836.68,0
SID1817,6,543,3578.47,1
SID1818,47,405,4786.1,0
SID1819,15,51,2141.25,1
SID1820,32,342,2380.75,0
SID1821,11,548,4490.8,0
SID1822,23,235,2630.0,1
SID1823,26,404,3539.32,0
SID1824,34,480,1268.34,0
SID1825,46,208,2239.17,0
SID1826,34,239,626.01,0
SID1827,29,529,1037.84,0
SID1828,4,493,14.71,0
SID1829,17,153,205.93,1
SID1830,35,142,4886.65,1
