session_id,pages_visited,time_on_site,cart_value,abandoned
SID997,12,523,16.88,0
SID998,14,227,178.56,0
SID999,7,546,122.32,0
SID1000,10,543,292.27,1
SID1001,3,51,165.54,1
SID1002,1,141,86.2,1
SID1003,5,86,214.28,1
SID1004,13,95,85.09,0
SID1005,4,127,271.75,1
SID1006,10,173,115.54,1
SID1007,8,464,167.21,0
SID1008,1,115,19.92,0
SID1009,10,373,130.71,0
SID1010,1,323,250.55,1
SID1011,12,272,242.67,1
SID1012,4,590,71.17,0
SID1013,8,61,71.69,0
SID1014,5,420,246.11,0
SID1015,2,306,279.47,0
SID1016,6,561,33.13,0
SID1017,5,183,137.77,0
SID1018,2,412,104.55,0
SID1019,13,97,261.85,1
SID1020,14,243,29.64,1
SID1021,11,405,67.28,0
SID1022,11,242,226.98,0
SID1023,11,108,20.13,0
SID1024,3,410,150.3,1
SID1025,9,87,135.42,1
SID1026,7,55,103.65,1
SID1027,7,476,121.4,0
SID1028,11,95,161.33,1
SID1029,6,283,52.6,0
SID1030,8,73,173.74,1
SID1031,4,126,242.6,1
SID1032,8,583,229.25,0
SID1033,4,256,50.4,0
SID1034,8,465,49.03,0
SID1035,9,408,84.11,0
SID1036,3,207,111.52,0
SID1037,3,456,125.49,1
SID1038,11,336,205.51,0
SID1039,13,533,21.72,0
SID1040,2,297,15.23,0
SID1041,13,37,120.61,1
SID1042,10,537,210.66,0
SID1043,3,505,62.06,0
SID1044,3,326,194.24,0
SID1045,5,193,81.65,0
SID1046,5,514,266.4,1
SID1047,2,101,269.23,1
SID1048,12,596,92.7,0
SID1049,10,588,72.85,0
SID1050,13,267,126.33,0
SID1051,6,133,75.96,0
SID1052,5,239,203.35,0
SID1053,6,583,248.69,0
SID1054,1,497,203.56,1
SID1055,5,483,248.18,0
SID1056,9,297,122.11,0
SID1057,12,415,51.11,0
SID1058,10,416,222.7,0
SID1059,14,288,111.34,0
SID1060,2,312,203.02,0
SID1061,1,69,84.84,1
SID1062,14,515,28.96,0
SID1063,10,249,297.81,1
SID1064,13,158,51.08,0
SID1065,11,549,296.58,1
SID1066,9,289,293.3,1
SID1067,10,395,239.18,0
SID1068,9,573,199.53,0
SID1069,9,553,175.45,0
SID1070,6,45,260.5,1
SID1071,8,158,90.38,0
SID1072,14,138,142.97,1
SID1073,11,562,187.72,0
SID1074,13,298,126.3,0
SID1075,1,191,131.11,1
SID1076,10,289,102.43,0
SID1077,4,131,171.45,1
SID1078,1,535,255.92,1
SID1079,8,276,64.45,0
SID1080,1,566,280.66,1
SID1081,3,160,208.28,1
SID1082,13,382,247.87,0
SID1083,4,225,169.08,0
SID1084,8,411,234.96,0
SID1085,6,256,9.78,0
SID1086,14,505,246.42,0
SID1087,10,506,16.84,0
SID1088,12,294,267.52,1
SID1089,7,401,297.63,1
SID1090,14,515,91.75,0
SID1091,8,463,67.04,0
SID1092,2,240,230.78,0
SID1093,13,406,79.64,0
SID1094,10,424,260.34,1
SID1095,14,479,35.34,0
SID1096,11,393,42.16,0
SID1097,8,486,293.85,1
SID1098,3,255,203.78,0
SID1099,7,160,254.83,1
SID1100,3,505,100.68,0
SID1101,7,306,204.56,0
SID1102,14,185,180.3,1
SID1103,11,247,182.93,0
SID1104,12,219,206.35,0
SID1105,13,446,174.73,1
SID1106,2,575,131.57,0
SID1107,10,70,86.4,1
SID1108,6,336,231.73,0
SID1109,3,367,71.75,0
SID1110,3,343,209.24,0
SID1111,9,104,73.83,0
SID1112,7,308,189.47,0
SID1113,5,205,225.39,0
SID1114,12,302,69.52,0
SID1115,10,318,22.68,0
SID1116,7,301,43.64,0
SID1117,9,95,183.77,1
SID1118,1,512,255.59,1
SID1119,7,277,18.27,1
SID1120,6,185,221.57,1
SID1121,10,76,105.69,1
SID1122,14,483,146.17,0
SID1123,12,230,279.01,1
SID1124,9,153,102.93,0
SID1125,1,30,142.27,1
SID1126,13,220,9.04,1
SID1127,4,545,29.07,0
SID1128,9,471,81.28,0
SID1129,4,172,13.22,0
SID1130,10,220,191.26,0
SID1131,3,562,130.79,0
SID1132,9,256,166.7,0
SID1133,13,342,56.52,0
SID1134,2,331,92.3,0
SID1135,4,489,200.83,0
SID1136,6,430,289.76,1
SID1137,2,580,19.87,0
SID1138,8,422,267.66,1
SID1139,8,236,175.18,0
SID1140,1,239,171.36,1
SID1141,12,144,152.58,1
SID1142,3,280,25.47,0
SID1143,10,248,31.51,0
SID1144,9,436,182.27,0
SID1145,5,472,105.58,0
SID1146,6,383,275.59,1
SID1147,4,587,124.94,0
SID1148,10,579,47.27,0
SID1149,2,171,215.84,1
SID1150,11,530,91.54,1
SID1151,8,576,160.01,0
SID1152,11,571,210.86,1
SID1153,13,536,270.58,1
SID1154,6,310,238.7,0
SID1155,5,453,204.53,0
SID1156,9,299,205.49,0
SID1157,1,183,284.05,1
SID1158,5,112,92.27,0
SID1159,6,455,5.33,0
SID1160,5,304,85.23,0
SID1161,6,313,69.28,0
SID1162,6,202,200.24,0
SID1163,7,356,191.94,1
SID1164,4,92,180.07,0
SID1165,14,102,9.79,0
SID1166,11,404,219.99,0
SID1167,14,537,100.44,0
SID1168,14,427,201.19,0
SID1169,14,149,169.19,1
SID1170,8,466,106.11,0
SID1171,7,494,44.7,0
SID1172,9,315,32.85,0
SID1173,7,294,250.3,1
SID1174,3,349,275.93,1
SID1175,3,405,196.69,0
SID1176,8,118,35.51,0
SID1177,5,232,123.6,0
SID1178,4,363,220.04,0
SID1179,8,251,235.05,0
SID1180,6,70,39.87,0
SID1181,2,97,5.01,0
SID1182,4,543,215.08,1
SID1183,12,156,110.2,1
SID1184,11,284,80.07,0
SID1185,4,45,8.8,1
SID1186,6,506,164.39,0
SID1187,6,91,256.09,1
SID1188,1,461,287.5,1
SID1189,14,297,171.89,0
SID1190,8,64,156.77,1
SID1191,6,523,30.09,0
SID1192,3,591,166.92,0
SID1193,14,498,117.09,0
SID1194,9,354,184.1,0
SID1195,2,333,119.67,0
SID1196,11,305,75.89,0
SID1197,8,230,33.01,0
SID1198,10,474,97.9,1
SID1199,3,353,33.51,0
SID1200,13,64,57.18,0
SID1201,12,511,296.26,1
SID1202,5,509,136.01,1
SID1203,6,94,161.9,1
SID1204,10,37,262.72,1
SID1205,6,330,298.69,1
SID1206,4,372,176.9,0
SID1207,3,460,244.68,0
SID1208,4,453,101.45,0
SID1209,1,361,95.19,1
SID1210,4,467,123.8,0
SID1211,1,203,203.39,1
SID1212,12,588,206.25,0
SID1213,1,556,98.0,1
SID1214,10,55,44.3,1
SID1215,14,435,191.56,0
SID1216,6,261,42.86,0
SID1217,5,562,175.66,0
SID1218,14,579,209.56,0
SID1219,11,534,211.68,0
SID1220,4,208,227.27,0
SID1221,13,161,262.49,1
SID1222,11,484,152.49,0
SID1223,3,377,220.42,0
SID1224,1,569,187.66,1
SID1225,6,435,60.06,0
SID1226,2,105,12.58,0
SID1227,8,521,88.94,0
SID1228,10,223,135.69,0
SID1229,5,191,187.05,0
SID1230,7,376,255.74,1
SID1231,10,390,62.89,0
SID1232,12,116,42.04,0
SID1233,2,291,289.23,1
SID1234,13,243,36.87,0
SID1235,8,291,146.15,0
SID1236,2,312,177.74,0
SID1237,4,496,164.71,0
SID1238,1,409,30.38,0
SID1239,5,391,21.82,1
SID1240,9,478,36.12,0
SID1241,1,470,177.75,1
SID1242,9,122,165.58,1
SID1243,11,453,73.95,0
SID1244,8,171,193.14,1
SID1245,6,320,246.92,0
SID1246,7,461,17.27,0
SID1247,3,78,151.95,1
SID1248,14,331,208.35,0
SID1249,1,219,79.43,0
SID1250,5,165,95.79,0
SID1251,14,584,186.02,0
SID1252,12,433,269.89,1
SID1253,12,370,243.93,0
SID1254,2,347,177.02,0
SID1255,14,392,220.42,0
SID1256,5,411,112.62,0
SID1257,8,262,194.08,0
SID1258,11,373,142.52,0
SID1259,9,578,61.03,0
SID1260,2,582,212.01,0
SID1261,12,558,169.16,0
SID1262,3,212,110.79,0
SID1263,3,70,273.85,1
SID1264,1,580,11.18,0
SID1265,8,426,98.15,0
SID1266,6,523,21.78,0
SID1267,12,362,231.13,0
SID1268,13,156,212.12,1
SID1269,8,587,102.75,0
SID1270,11,586,204.32,0
SID1271,9,30,121.8,1
SID1272,5,197,228.09,1
SID1273,14,48,138.98,1
SID1274,12,361,126.62,0
SID1275,14,485,280.75,1
SID1276,3,138,79.01,0
SID1277,5,297,40.53,0
SID1278,5,474,177.44,0
SID1279,5,269,290.95,1
SID1280,3,330,116.46,0
SID1281,11,132,23.3,0
SID1282,14,279,105.1,0
SID1283,10,482,154.25,1
SID1284,14,549,52.77,0
SID1285,4,182,199.14,1
SID1286,9,203,299.34,1
SID1287,13,372,138.26,0
SID1288,10,460,109.64,0
SID1289,9,353,123.21,0
SID1290,2,449,38.97,0
SID1291,8,514,265.57,1
SID1292,8,441,127.37,0
SID1293,7,113,119.25,0
SID1294,8,142,199.61,1
SID1295,14,361,135.4,0
SID1296,3,407,196.23,0
SID1297,13,70,23.13,0
SID1298,6,134,245.05,1
SID1299,1,231,282.45,1
SID1300,7,479,196.39,0
SID1301,1,295,286.6,1
SID1302,9,239,49.67,1
SID1303,1,592,145.84,1
SID1304,1,147,182.53,1
SID1305,7,406,176.61,0
SID1306,2,580,123.43,0
SID1307,14,569,104.73,0
SID1308,5,113,42.41,0
SID1309,8,483,120.56,0
SID1310,8,543,52.98,0
SID1311,3,416,221.64,0
SID1312,7,379,66.61,0
SID1313,3,325,22.28,0
SID1314,6,287,167.95,0
SID1315,6,110,180.59,1
SID1316,3,297,262.21,1
SID1317,7,448,175.21,0
SID1318,3,264,106.92,0
SID1319,8,340,241.89,0
SID1320,10,386,164.38,0
SID1321,4,242,28.39,0
SID1322,13,78,171.93,1
SID1323,1,156,272.87,1
SID1324,4,252,121.91,0
SID1325,14,308,92.42,0
SID1326,7,437,47.32,0
SID1327,11,534,49.68,0
SID1328,4,323,132.67,0
SID1329,13,306,180.73,0
SID1330,6,467,28.78,0
SID1331,9,136,282.17,1
SID1332,1,449,227.76,1
SID1333,13,458,178.05,0
SID1334,5,404,249.39,0
SID1335,11,102,28.66,0
SID1336,7,59,145.67,1
SID1337,1,217,190.88,1
SID1338,14,393,249.45,0
SID1339,4,480,236.12,0
SID1340,6,224,86.74,0
SID1341,2,185,282.56,1
SID1342,10,201,41.68,0
SID1343,5,70,263.16,1
SID1344,11,92,291.43,1
SID1345,10,52,57.26,1
SID1346,1,389,218.01,1
SID1347,6,104,16.88,0
SID1348,6,589,124.6,0
SID1349,13,147,157.3,0
SID1350,4,409,176.29,0
SID1351,13,319,281.1,1
SID1352,8,469,203.31,0
SID1353,4,36,146.98,1
SID1354,8,225,243.85,0
SID1355,13,450,285.41,1
SID1356,8,597,11.51,0
SID1357,5,222,294.84,1
SID1358,13,588,30.41,0
SID1359,4,177,245.24,0
SID1360,12,231,87.7,1
SID1361,13,473,43.99,0
SID1362,2,448,134.76,0
SID1363,11,456,194.97,0
SID1364,3,508,117.38,0
SID1365,3,504,21.1,0
SID1366,4,155,181.84,1
SID1367,4,424,271.21,1
SID1368,10,354,118.05,0
SID1369,11,421,68.82,0
SID1370,11,469,135.56,0
SID1371,5,233,19.27,0
SID1372,4,515,247.04,0
SID1373,11,60,248.77,1
SID1374,14,417,178.46,0
SID1375,10,463,109.17,1
SID1376,8,405,240.94,0
SID1377,6,373,168.63,0
SID1378,6,472,248.65,0
SID1379,8,104,191.28,1
SID1380,7,586,236.4,1
SID1381,10,184,181.58,1
SID1382,14,459,127.17,1
SID1383,11,392,287.59,1
SID1384,12,477,164.63,0
SID1385,10,263,183.5,0
SID1386,13,592,70.04,0
SID1387,8,291,189.57,0
SID1388,14,154,173.62,0
SID1389,2,274,59.53,0
SID1390,9,571,22.58,1
SID1391,1,514,183.29,1
SID1392,8,151,230.29,1
SID1393,12,154,159.4,0
SID1394,11,578,71.9,0
SID1395,12,199,201.62,1
SID1396,12,153,28.63,0
SID1397,4,64,135.34,1
SID1398,4,116,53.19,0
SID1399,5,230,59.42,0
SID1400,8,398,64.68,0
SID1401,5,106,119.08,0
SID1402,8,88,20.09,0
SID1403,10,460,122.35,0
SID1404,1,529,155.95,1
SID1405,12,138,147.57,0
SID1406,10,307,117.92,0
SID1407,9,97,252.55,1
SID1408,6,98,47.87,0
SID1409,3,194,154.18,0
SID1410,13,518,23.3,0
SID1411,14,334,25.99,0
SID1412,8,394,174.29,1
SID1413,9,408,171.98,0
SID1414,6,372,264.02,1
SID1415,11,583,169.57,0
SID1416,7,383,288.14,1
SID1417,1,445,19.36,0
SID1418,14,138,33.91,0
SID1419,5,592,18.0,0
SID1420,5,526,59.66,0
SID1421,10,370,164.67,0
SID1422,14,412,195.44,0
SID1423,4,562,18.45,0
SID1424,6,329,284.06,1
SID1425,7,168,253.44,1
SID1426,9,388,92.5,0
SID1427,1,528,27.77,0
SID1428,6,414,55.12,0
SID1429,7,309,42.45,0
SID1430,3,512,41.37,0
SID1431,8,140,157.98,1
SID1432,5,168,77.52,0
SID1433,9,464,110.65,0
SID1434,5,538,296.9,0
SID1435,9,302,206.87,0
SID1436,10,128,284.95,1
SID1437,4,133,47.05,0
SID1438,9,243,117.73,0
SID1439,5,194,168.65,0
SID1440,10,549,27.64,1
SID1441,9,313,6.24,0
SID1442,3,546,202.78,0
SID1443,4,193,194.34,1
SID1444,9,93,126.18,1
SID1445,10,120,149.45,1
SID1446,11,146,127.56,1
SID1447,6,296,12.08,0
SID1448,2,588,103.93,0
SID1449,7,169,57.24,0
SID1450,2,275,34.04,0
SID1451,11,424,287.23,1
SID1452,2,516,181.81,1
SID1453,11,505,219.95,0
SID1454,1,546,98.03,1
SID1455,11,213,120.98,0
SID1456,11,49,74.89,1
SID1457,12,587,33.6,0
SID1458,11,553,57.81,0
SID1459,3,558,240.27,0
SID1460,6,176,204.88,1
SID1461,8,333,166.34,0
SID1462,9,257,145.15,0
SID1463,7,131,277.12,1
SID1464,4,446,26.46,0
SID1465,6,245,87.78,0
SID1466,5,436,108.23,0
SID1467,8,428,235.82,0
SID1468,1,528,297.79,1
SID1469,1,494,76.0,0
SID1470,13,111,262.92,1
SID1471,11,394,250.03,0
SID1472,6,192,71.27,0
SID1473,10,77,122.8,0
SID1474,12,540,125.85,0
SID1475,2,358,293.58,1
SID1476,5,145,58.36,0
SID1477,1,366,240.75,1
SID1478,7,176,103.59,1
SID1479,1,352,220.61,1
SID1480,4,472,128.9,0
SID1481,9,42,175.62,1
SID1482,1,523,250.62,1
SID1483,4,316,242.23,0
SID1484,6,143,260.59,1
SID1485,6,509,22.59,0
SID1486,12,51,209.15,1
SID1487,13,378,46.3,0
SID1488,8,595,127.67,1
SID1489,1,349,166.83,1
SID1490,7,155,123.81,0
SID1491,1,306,158.29,1
SID1492,13,233,298.98,1
SID1493,14,223,44.89,0
SID1494,7,576,204.26,0
SID1495,3,315,121.82,1
SID1496,11,86,44.24,0
SID1497,8,332,51.83,1
SID1498,3,192,285.04,1
SID1499,14,48,264.48,1
SID1500,14,399,272.58,1
SID1501,13,293,297.5,1
SID1502,1,142,66.45,0
SID1503,13,517,109.85,0
SID1504,13,356,202.42,0
SID1505,14,571,147.72,0
SID1506,8,94,128.42,1
SID1507,3,321,110.55,0
SID1508,2,54,180.17,1
SID1509,1,578,174.8,1
SID1510,14,30,52.63,1
SID1511,3,578,144.16,0
SID1512,2,170,168.27,0
SID1513,2,217,173.23,1
SID1514,6,157,66.98,0
SID1515,12,230,223.97,0
SID1516,1,156,12.43,0
SID1517,2,286,109.68,0
SID1518,14,576,235.16,0
SID1519,6,223,171.35,0
SID1520,3,133,82.04,0
SID1521,4,564,210.01,0
SID1522,1,294,172.38,1
SID1523,8,413,239.89,0
SID1524,13,289,221.83,0
SID1525,7,443,184.98,0
SID1526,7,387,149.01,0
SID1527,3,104,44.29,1
SID1528,10,384,82.09,0
SID1529,10,217,128.63,0
SID1530,3,319,181.79,0
SID1531,14,74,156.54,1
SID1532,2,112,90.01,0
SID1533,12,152,6.91,1
SID1534,1,387,151.39,1
SID1535,7,557,89.26,0
SID1536,7,95,221.71,1
SID1537,12,404,12.06,0
SID1538,2,191,177.52,0
SID1539,7,409,282.73,1
SID1540,13,387,56.45,1
SID1541,8,217,144.14,0
SID1542,1,351,31.97,0
SID1543,9,479,189.58,0
SID1544,7,503,167.41,0
SID1545,3,42,125.17,1
SID1546,8,213,158.81,0
SID1547,7,140,269.49,1
SID1548,11,537,62.91,0
SID1549,13,319,11.66,0
SID1550,8,324,259.19,1
SID1551,6,480,175.25,0
SID1552,9,244,267.74,1
SID1553,5,596,181.1,0
SID1554,3,56,244.0,0
SID1555,3,260,131.75,0
SID1556,1,594,226.21,0
SID1557,12,350,274.35,1
SID1558,8,262,173.78,0
SID1559,2,466,58.33,0
SID1560,3,562,84.3,0
SID1561,8,432,63.6,0
SID1562,14,82,77.82,0
SID1563,8,342,95.39,1
SID1564,14,310,168.76,1
SID1565,11,60,178.46,1
SID1566,4,366,130.82,0
SID1567,4,212,186.55,0
SID1568,5,52,29.06,0
SID1569,6,573,30.9,0
SID1570,5,475,55.69,0
SID1571,14,103,157.83,1
SID1572,7,39,68.13,1
SID1573,2,513,88.57,0
SID1574,7,485,123.09,0
SID1575,10,595,244.5,0
SID1576,7,593,9.09,0
SID1577,1,189,196.57,1
SID1578,7,43,202.32,1
SID1579,5,207,240.6,0
SID1580,3,441,280.16,1
SID1581,13,82,10.94,0
SID1582,3,437,50.37,0
SID1583,4,51,266.42,0
SID1584,13,59,140.26,1
SID1585,12,289,171.55,0
SID1586,2,234,200.59,0
SID1587,2,88,205.32,0
SID1588,1,500,279.86,1
SID1589,5,495,299.1,1
SID1590,4,41,217.45,1
SID1591,11,319,89.73,0
SID1592,10,383,264.53,1
SID1593,2,104,19.52,0
SID1594,3,590,73.17,0
SID1595,7,470,269.73,1
SID1596,7,270,80.58,0
SID1597,12,183,70.09,0
SID1598,4,125,45.75,0
SID1599,5,323,258.44,1
SID1600,5,238,152.52,0
SID1601,6,372,204.09,1
SID1602,14,117,75.52,1
SID1603,9,419,228.62,0
SID1604,2,354,229.2,1
SID1605,5,186,97.22,0
SID1606,12,166,126.15,0
SID1607,3,457,66.86,0
SID1608,4,481,293.09,1
SID1609,10,170,195.45,1
SID1610,6,112,280.69,1
SID1611,12,206,94.5,0
SID1612,8,227,235.66,0
SID1613,1,597,230.93,1
SID1614,10,450,209.04,0
SID1615,14,430,289.86,1
SID1616,8,500,121.1,0
SID1617,11,247,43.56,1
SID1618,14,204,203.15,0
SID1619,7,52,220.15,1
SID1620,1,264,174.64,1
SID1621,2,42,66.01,1
SID1622,3,130,153.81,1
SID1623,1,565,97.1,1
SID1624,14,552,131.1,0
SID1625,9,481,195.34,0
SID1626,8,460,224.84,0
SID1627,2,562,73.51,0
SID1628,13,322,124.57,0
SID1629,9,130,84.4,0
SID1630,7,531,63.6,0
SID1631,9,333,236.1,0
SID1632,6,569,273.23,1
SID1633,6,582,114.22,0
SID1634,11,384,226.63,0
SID1635,14,332,269.61,1
SID1636,4,525,254.61,1
SID1637,10,256,58.93,0
SID1638,10,265,287.11,1
SID1639,13,484,116.12,0
SID1640,13,42,105.08,1
SID1641,2,239,23.42,0
SID1642,7,426,148.42,0
SID1643,5,129,37.16,1
SID1644,11,60,78.32,1
SID1645,6,557,98.5,0
SID1646,2,358,243.6,0
SID1647,5,195,263.27,1
SID1648,10,488,94.23,0
SID1649,4,129,258.32,1
SID1650,9,202,257.88,1
SID1651,6,191,230.57,1
SID1652,2,292,48.28,0
SID1653,1,303,208.65,1
SID1654,5,32,283.78,1
SID1655,9,57,206.35,1
SID1656,6,355,102.83,0
SID1657,10,178,152.67,0
SID1658,12,569,195.49,0
SID1659,7,517,155.62,0
SID1660,5,467,40.39,0
SID1661,10,94,97.06,0
SID1662,6,385,241.71,0
SID1663,5,562,259.12,1
SID1664,11,281,45.5,0
SID1665,9,264,285.95,1
SID1666,6,256,102.0,0
SID1667,11,554,200.38,0
SID1668,8,342,226.79,0
SID1669,2,78,244.52,1
SID1670,12,147,284.0,1
SID1671,13,83,97.31,0
SID1672,9,594,258.26,1
SID1673,5,73,43.85,0
SID1674,7,82,212.99,1
SID1675,10,587,223.88,0
SID1676,13,554,204.93,0
SID1677,1,131,79.43,0
SID1678,10,427,262.55,1
SID1679,5,167,54.81,0
SID1680,12,416,20.82,0
SID1681,14,140,216.65,1
SID1682,10,46,145.27,1
SID1683,14,211,255.48,1
SID1684,2,565,118.1,0
SID1685,12,570,54.64,0
SID1686,6,200,251.75,1
SID1687,11,438,166.93,0
SID1688,1,407,60.81,0
SID1689,3,217,217.51,0
SID1690,5,259,155.78,0
SID1691,4,148,183.27,1
SID1692,3,185,140.97,0
SID1693,10,494,249.47,0
SID1694,13,133,249.72,1
SID1695,5,531,214.27,0
SID1696,11,204,36.09,0
SID1697,8,450,252.46,1
SID1698,11,163,202.95,1
SID1699,4,420,210.62,0
SID1700,1,530,112.08,1
SID1701,11,62,264.39,1
SID1702,7,84,218.98,1
SID1703,8,548,38.21,1
SID1704,3,41,125.29,1
SID1705,6,557,266.48,1
SID1706,2,584,18.92,0
SID1707,7,402,288.62,1
SID1708,8,513,205.35,0
SID1709,6,257,191.26,0
SID1710,6,336,84.81,0
SID1711,5,486,78.39,0
SID1712,8,189,282.91,1
SID1713,1,360,92.99,1
SID1714,10,254,233.77,0
SID1715,4,533,120.97,1
SID1716,4,485,46.08,0
SID1717,3,74,8.16,0
SID1718,3,243,165.56,0
SID1719,4,88,292.85,0
SID1720,11,224,113.9,0
SID1721,1,518,110.37,1
SID1722,14,186,106.51,0
SID1723,11,255,158.56,0
SID1724,13,441,135.0,0
SID1725,11,234,264.57,1
SID1726,2,108,154.13,1
SID1727,9,153,154.79,0
SID1728,10,500,45.82,0
SID1729,2,247,294.91,1
SID1730,5,545,78.74,0
SID1731,9,133,26.64,0
SID1732,9,422,200.63,0
SID1733,8,463,180.63,0
SID1734,1,360,127.47,1
SID1735,1,172,129.55,1
SID1736,9,569,236.59,0
SID1737,13,307,62.74,0
SID1738,11,262,246.97,0
SID1739,8,558,196.38,0
SID1740,10,119,128.6,1
SID1741,9,521,140.12,0
SID1742,7,228,80.71,0
SID1743,3,391,226.87,0
SID1744,3,470,156.3,0
SID1745,2,55,99.65,1
SID1746,5,54,180.83,1
SID1747,12,423,298.74,1
SID1748,12,536,133.4,0
SID1749,3,330,276.6,1
SID1750,14,368,106.78,0
SID1751,6,296,21.15,1
SID1752,2,490,65.25,0
SID1753,12,485,128.52,0
SID1754,3,389,69.79,0
SID1755,5,97,5.07,0
SID1756,12,441,274.93,1
SID1757,11,520,253.94,1
SID1758,11,78,223.98,1
SID1759,1,593,54.51,0
SID1760,13,131,40.51,0
SID1761,1,245,24.94,0
SID1762,10,467,218.59,0
SID1763,9,598,279.0,1
SID1764,7,588,132.01,0
SID1765,1,188,40.15,0
SID1766,12,518,156.16,0
SID1767,14,271,107.91,1
SID1768,8,34,115.57,1
SID1769,3,390,188.29,0
SID1770,8,488,217.02,0
SID1771,5,277,37.63,0
SID1772,1,595,15.5,0
SID1773,7,451,298.33,1
SID1774,5,44,73.65,1
SID1775,6,151,20.88,0
SID1776,6,306,61.01,0
SID1777,8,587,16.49,1
SID1778,9,482,120.58,0
SID1779,2,419,241.71,0
SID1780,9,323,105.67,0
SID1781,12,475,136.03,0
SID1782,11,239,204.3,0
SID1783,10,331,155.12,0
SID1784,9,252,259.13,0
SID1785,13,32,260.48,1
SID1786,10,547,7.92,0
SID1787,10,122,234.52,1
SID1788,7,549,140.92,0
SID1789,1,457,296.71,1
SID1790,7,522,147.55,0
SID1791,10,264,296.13,1
SID1792,5,190,227.6,1
SID1793,6,360,78.34,0
SID1794,10,362,163.83,0
SID1795,7,79,297.68,1
SID1796,14,552,257.97,1
SID1797,5,521,33.72,0
SID1798,7,301,213.38,0
SID1799,9,281,106.95,0
SID1800,3,589,7.06,0
SID1801,8,119,124.03,1
SID1802,2,475,74.25,0
SID1803,11,361,246.57,0
SID1804,7,168,104.51,0
SID1805,13,386,249.12,0
SID1806,2,303,5.18,0
SID1807,14,48,95.81,1
SID1808,4,340,76.14,0
SID1809,7,183,73.9,1
SID1810,3,419,25.12,0
SID1811,2,289,60.2,0
SID1812,11,154,168.89,0
SID1813,10,383,90.95,0
SID1814,7,302,128.13,0
SID1815,1,274,116.18,1
SID1816,14,479,263.39,1
SID1817,8,276,272.06,1
SID1818,3,549,150.42,0
SID1819,12,170,102.4,0
SID1820,12,391,36.51,0
SID1821,13,37,286.25,1
SID1822,2,507,22.77,0
SID1823,3,381,92.81,0
SID1824,5,524,92.93,0
SID1825,11,456,99.52,0
SID1826,8,68,53.46,1
SID1827,10,216,236.03,0
SID1828,7,122,41.14,0
SID1829,7,115,192.3,1
SID1830,12,73,41.53,1
SID1831,7,166,25.81,0
SID1832,8,450,273.28,1
SID1833,1,103,61.09,0
SID1834,4,577,247.27,0
SID1835,13,541,165.67,0
SID1836,6,185,27.97,0
SID1837,9,284,286.86,1
SID1838,13,200,77.85,0
SID1839,2,199,258.6,1
SID1840,1,351,54.8,0
SID1841,13,596,256.91,0
SID1842,10,485,8.9,1
SID1843,12,184,155.98,0
SID1844,14,378,231.99,0
SID1845,2,480,280.76,1
SID1846,7,202,273.21,1
SID1847,3,39,246.79,1
SID1848,10,294,267.02,1
SID1849,2,467,63.77,0
SID1850,14,276,88.83,0
SID1851,11,575,90.25,0
SID1852,7,528,116.23,0
SID1853,13,158,121.03,0
SID1854,13,356,165.64,0
SID1855,2,433,52.16,0
SID1856,3,388,208.92,0
SID1857,11,46,54.43,1
SID1858,7,303,96.54,0
SID1859,14,145,153.49,1
SID1860,4,120,239.95,1
SID1861,13,111,223.14,1
SID1862,14,353,195.43,0
SID1863,1,143,50.95,0
SID1864,13,87,166.38,1
SID1865,14,183,30.8,0
SID1866,5,433,116.32,0
SID1867,12,295,126.99,0
SID1868,9,344,16.74,0
SID1869,8,70,85.83,1
SID1870,12,134,286.92,1
SID1871,9,222,286.32,1
SID1872,10,430,108.94,0
SID1873,14,307,17.71,0
SID1874,9,383,57.83,0
SID1875,7,285,120.7,0
SID1876,4,128,284.6,1
SID1877,5,311,46.65,0
SID1878,1,432,230.24,1
SID1879,14,138,37.06,1
SID1880,1,228,294.47,1
SID1881,3,332,117.58,0
SID1882,13,356,233.69,0
SID1883,14,183,106.06,0
SID1884,8,581,190.16,1
SID1885,14,434,61.64,0
SID1886,2,491,48.08,0
SID1887,4,161,281.73,1
SID1888,2,113,275.71,1
SID1889,14,428,266.8,1
SID1890,5,138,189.5,0
SID1891,9,250,243.44,0
SID1892,1,582,25.37,0
SID1893,5,397,103.76,1
SID1894,14,176,97.54,0
SID1895,9,141,192.52,1
SID1896,1,587,110.01,1
SID1897,9,523,48.81,0
SID1898,8,534,180.96,0
SID1899,4,504,245.24,0
SID1900,12,300,117.73,0
SID1901,11,450,44.02,0
SID1902,10,396,63.02,0
SID1903,5,309,75.06,0
SID1904,13,312,93.47,0
SID1905,5,69,194.62,1
SID1906,11,218,182.28,0
SID1907,12,193,210.34,1
SID1908,6,565,111.94,0
SID1909,7,565,248.08,0
SID1910,8,33,65.21,1
SID1911,14,319,143.37,0
SID1912,8,462,241.28,0
SID1913,11,500,58.15,0
SID1914,14,210,37.41,0
SID1915,13,277,265.69,1
SID1916,2,308,106.16,0
SID1917,9,283,206.74,0
SID1918,7,210,12.48,0
SID1919,4,538,208.56,0
SID1920,4,595,98.25,0
SID1921,11,355,21.44,0
SID1922,8,386,184.89,0
SID1923,4,420,76.04,0
SID1924,13,114,119.11,0
SID1925,6,346,28.77,0
SID1926,5,241,48.41,0
SID1927,3,544,92.9,1
